n_arms,eps,rewards,avg_rewards
5.0,0.1,5.071019953660632,1.0142039907321265
5.0,0.1,4.9361342165018955,0.987226843300379
5.0,0.1,5.395684921469445,1.079136984293889
5.0,0.1,5.068000830183935,1.013600166036787
5.0,0.1,5.2965039788353385,1.0593007957670677
5.0,0.1,5.388421555130281,1.0776843110260563
5.0,0.1,5.074837820496543,1.0149675640993086
5.0,0.1,4.958702530211526,0.9917405060423051
5.0,0.1,5.297951367372412,1.0595902734744824
5.0,0.1,5.389430389868342,1.0778860779736683
5.0,0.1,4.9602873931345615,0.9920574786269123
5.0,0.1,5.2861292684799235,1.0572258536959847
5.0,0.1,4.938513527080663,0.9877027054161327
5.0,0.1,4.93287203829625,0.9865744076592501
5.0,0.1,5.067706244219192,1.0135412488438384
5.0,0.1,4.952322966897285,0.990464593379457
5.0,0.1,5.385956905019628,1.0771913810039255
5.0,0.1,4.940278560203079,0.9880557120406157
5.0,0.1,4.935680464476313,0.9871360928952626
5.0,0.1,4.93168687936329,0.9863373758726579
5.0,0.1,4.937928585170559,0.9875857170341118
5.0,0.1,5.075068851182298,1.0150137702364597
5.0,0.1,4.927420322889,0.9854840645778
5.0,0.1,5.074558930048549,1.0149117860097097
5.0,0.1,4.969309591741968,0.9938619183483937
5.0,0.1,4.952885815648235,0.9905771631296472
5.0,0.1,4.940900303943292,0.9881800607886584
5.0,0.1,4.956558594434717,0.9913117188869434
5.0,0.1,5.065885659261188,1.0131771318522376
5.0,0.1,5.062987202375209,1.0125974404750417
5.0,0.1,5.077188974073321,1.0154377948146642
5.0,0.1,5.3840034063908515,1.0768006812781703
5.0,0.1,5.398605132556143,1.0797210265112287
5.0,0.1,4.960898143897172,0.9921796287794342
5.0,0.1,4.9570807861495405,0.9914161572299081
5.0,0.1,5.297074256531563,1.0594148513063126
5.0,0.1,5.06719021776514,1.0134380435530281
5.0,0.1,4.9336403027805185,0.9867280605561037
5.0,0.1,5.294157077424565,1.058831415484913
5.0,0.1,4.936471968503494,0.9872943937006989
5.0,0.1,5.071417633298134,1.0142835266596268
5.0,0.1,4.9374423872466515,0.9874884774493303
